N	L	T	lambda0	lambda1	lambda2	K	h	b	Cost_AP	s_AP	S_AP	Sigma	sigma	Simu_AP	Simu_PL_0	Simu_PL_s	Simu_PL_S
12	4	2	1	1	4	50	5	19	832.6223287	20	34	5	2	833.43184	856.1661	851.70905	875.74726
12	4	2	1	1	4	50	5	29	1136.025113	22	34	5	2	1135.78192	1166.66808	1155.28136	1180.25476
12	4	2	1	1	4	100	1	9	498.6814416	17	62	5	2	498.59022	503.25024	500.19129	502.02091
12	4	2	1	1	4	100	1	19	798.0275811	20	65	5	3	798.5546	806.15916	800.15689	801.8653
12	4	2	1	1	4	100	1	29	1087.594711	22	66	5	3	1088.14662	1098.12146	1089.69959	1091.39772
12	4	2	1	1	4	100	3	9	588.4868511	17	39	5	1	588.05419	597.80497	595.19644	607.22062
12	4	2	1	1	4	100	3	19	905.666272	20	41	5	2	905.8076	923.35068	914.36859	925.09484
12	4	2	1	1	4	100	3	29	1206.555254	21	43	5	2	1207.26929	1230.88341	1216.29686	1226.23156
12	4	2	1	1	4	100	5	9	635.71404	16	36	5	1	635.93605	646.80328	646.24253	668.28201
12	4	2	1	1	4	100	5	19	971.6633373	19	38	5	2	972.34472	993.5415	987.53246	1008.0296
12	4	2	1	1	4	100	5	29	1281.396769	20	38	5	2	1281.66378	1311.74722	1298.38333	1319.59492
12	4	2	1	1	4	200	1	9	602.7879577	17	64	5	2	603.00992	607.08719	604.38646	606.07315
12	4	2	1	1	4	200	1	19	905.4051498	20	67	5	3	905.47954	912.35279	906.82517	908.34974
12	4	2	1	1	4	200	1	29	1196.792586	21	69	5	3	1196.96772	1205.37482	1198.16171	1199.63496
12	4	2	1	1	4	200	3	9	778.3069867	12	53	5	1	777.77378	784.22606	782.3747	789.51728
12	4	2	1	1	4	200	3	19	1107.113913	17	42	5	2	1107.81169	1124.87711	1116.04703	1126.51327
12	4	2	1	1	4	200	3	29	1409.211078	20	44	5	2	1409.22578	1431.88319	1417.83118	1427.51025
12	4	2	1	1	4	200	5	9	836.9987048	14	37	5	1	837.70499	848.16821	847.53745	868.89635
12	4	2	1	1	4	200	5	19	1179.80467	18	40	5	2	1179.06957	1198.77979	1192.59118	1210.92148
12	4	2	1	1	4	200	5	29	1495.675964	19	41	5	2	1494.9071	1522.27382	1508.95483	1526.75001
12	4	2	2	1	3	50	1	9	491.7457038	22	45	8	4	491.94947	501.545	495.33095	499.26148
12	4	2	2	1	3	50	1	19	855.8974126	25	47	8	5	856.24225	870.99822	859.75544	863.17724
12	4	2	2	1	3	50	1	29	1213.693102	26	48	8	5	1214.98065	1233.05664	1218.32933	1221.63992
12	4	2	2	1	3	50	3	9	570.0674618	20	37	8	2	569.94071	585.78116	580.90997	596.62151
12	4	2	2	1	3	50	3	19	954.6392256	23	38	8	3	954.08805	981.37889	967.2047	982.95539
12	4	2	2	1	3	50	3	29	1324.360361	24	39	8	4	1324.36441	1359.7041	1338.44483	1353.53644
12	4	2	2	1	3	50	5	9	609.3735068	19	33	8	2	609.13132	626.63218	625.54102	652.26902
12	4	2	2	1	3	50	5	19	1008.962223	22	35	8	3	1009.11831	1041.01741	1030.93862	1058.73104
12	4	2	2	1	3	50	5	29	1388.302825	23	36	8	3	1389.38336	1432.27726	1412.51965	1440.77769
12	4	2	2	1	3	100	1	9	575.0453256	19	64	8	4	574.92696	581.40804	576.77078	579.00816
12	4	2	2	1	3	100	1	19	945.8712412	22	67	8	5	944.45994	954.57554	946.26793	948.38038
12	4	2	2	1	3	100	1	29	1306.171415	24	68	8	5	1305.86923	1318.89806	1307.59553	1309.70814
12	4	2	2	1	3	100	3	9	678.9041114	19	40	8	2	678.95268	693.42963	688.27611	701.7375
12	4	2	2	1	3	100	3	19	1072.682645	21	43	8	3	1071.57285	1095.62723	1081.79016	1094.53519
12	4	2	2	1	3	100	3	29	1446.663687	23	44	8	4	1446.71637	1479.3115	1457.57578	1469.50088
12	4	2	2	1	3	100	5	9	736.1941449	17	37	8	2	736.22991	752.48508	750.14324	773.89296
12	4	2	2	1	3	100	5	19	1151.810556	20	39	8	3	1151.77803	1182.42484	1170.17683	1194.96589
12	4	2	2	1	3	100	5	29	1537.02959	22	39	8	3	1537.46458	1579.53575	1558.12416	1583.76338
12	4	2	2	1	3	200	1	9	679.182066	19	65	8	4	679.06858	685.25842	680.76971	682.81727
12	4	2	2	1	3	200	1	19	1053.321579	22	69	8	5	1052.31892	1061.57401	1053.82948	1055.72334
12	4	2	2	1	3	200	1	29	1415.440009	23	71	8	5	1414.67986	1425.8872	1416.00986	1417.8581
12	4	2	2	1	3	200	3	9	872.0049656	13	55	8	2	872.39941	881.87542	878.2939	886.3381
12	4	2	2	1	3	200	3	19	1274.335391	19	44	8	3	1274.24112	1298.41938	1284.26	1296.56456
12	4	2	2	1	3	200	3	29	1649.776074	22	45	8	4	1648.17592	1678.84893	1658.38855	1669.96989
12	4	2	2	1	3	200	5	9	937.9541775	16	38	8	2	937.74969	953.41824	951.05319	974.33552
12	4	2	2	1	3	200	5	19	1362.205262	20	41	8	3	1363.08212	1391.89106	1379.23124	1401.0667
12	4	2	2	1	3	200	5	29	1754.037539	21	43	8	3	1755.02763	1793.39724	1771.80629	1792.87905
12	4	2	3	1	2	50	1	9	568.1350654	24	47	10	5	568.28537	577.24955	571.19994	574.305
12	4	2	3	1	2	50	1	19	1004.061558	27	49	10	6	1004.60525	1016.75575	1007.37646	1010.18123
12	4	2	3	1	2	50	1	29	1432.723886	28	50	10	6	1433.19302	1447.97287	1435.92361	1438.50255
12	4	2	3	1	2	50	3	9	662.0093079	21	38	10	4	661.51991	677.01827	671.83103	683.31596
12	4	2	3	1	2	50	3	19	1123.308521	25	39	10	5	1120.82462	1145.11156	1132.74888	1144.78407
12	4	2	3	1	2	50	3	29	1566.468127	26	40	10	5	1564.68208	1595.60246	1576.71976	1588.66594
12	4	2	3	1	2	50	5	9	710.8798317	21	34	10	3	711.52948	728.70166	727.26515	746.29651
12	4	2	3	1	2	50	5	19	1192.359646	24	36	10	4	1193.08817	1223.043	1212.82019	1233.48511
12	4	2	3	1	2	50	5	29	1647.840781	25	37	10	5	1649.75185	1689.06135	1671.72137	1692.01682
12	4	2	3	1	2	100	1	9	651.959325	21	65	10	5	651.70495	658.11673	653.35388	655.11865
12	4	2	3	1	2	100	1	19	1094.287997	24	68	10	6	1095.37039	1104.75715	1096.91795	1098.69293
12	4	2	3	1	2	100	1	29	1525.321429	26	70	10	6	1524.4052	1535.60964	1525.82445	1527.51753
12	4	2	3	1	2	100	3	9	772.399599	20	42	10	4	772.88287	787.03726	781.4932	791.6857
12	4	2	3	1	2	100	3	19	1242.912144	23	45	10	5	1243.64412	1266.21004	1252.70636	1262.511
12	4	2	3	1	2	100	3	29	1690.169388	25	46	10	5	1690.13327	1718.14524	1699.21678	1708.66146
12	4	2	3	1	2	100	5	9	840.7014717	18	38	10	3	840.88851	856.89168	854.04082	871.94216
12	4	2	3	1	2	100	5	19	1337.675743	22	40	10	4	1338.6615	1368.30492	1355.74034	1374.81851
12	4	2	3	1	2	100	5	29	1799.085078	24	41	10	5	1799.06375	1837.38058	1817.68645	1836.50087
12	4	2	3	1	2	200	1	9	756.1173544	21	67	10	5	755.97534	761.64903	757.39835	759.04418
12	4	2	3	1	2	200	1	19	1201.741789	24	71	10	6	1202.00288	1210.33723	1203.21228	1204.76309
12	4	2	3	1	2	200	1	29	1634.545928	25	73	10	6	1633.49258	1643.18612	1634.58893	1636.04573
12	4	2	3	1	2	200	3	9	967.4679258	15	56	10	4	967.49547	977.00595	972.93426	979.2867
12	4	2	3	1	2	200	3	19	1444.583977	21	46	10	5	1444.46824	1466.82991	1453.32347	1462.80373
12	4	2	3	1	2	200	3	29	1893.637364	23	47	10	5	1892.77889	1919.27503	1901.29268	1910.53489
12	4	2	3	1	2	200	5	9	1043.154223	17	40	10	3	1043.07625	1058.48254	1055.49585	1072.82941
12	4	2	3	1	2	200	5	19	1549.63529	21	43	10	4	1550.05173	1577.4104	1564.37131	1581.23373
12	4	2	3	1	2	200	5	29	2017.988684	23	45	10	5	2019.01441	2054.647	2034.12439	2050.25365
12	4	2	4	1	1	50	1	9	645.4448605	26	48	11	6	645.53793	651.09066	647.33987	648.79353
12	4	2	4	1	1	50	1	19	1153.097963	29	51	11	7	1153.1193	1159.70907	1154.70312	1156.02399
12	4	2	4	1	1	50	1	29	1652.566556	30	52	11	8	1653.6345	1661.6472	1655.19937	1656.38558
12	4	2	4	1	1	50	3	9	757.2774063	23	39	11	5	757.51661	767.22104	764.0138	769.74272
12	4	2	4	1	1	50	3	19	1295.987291	26	41	11	6	1295.58407	1310.60243	1302.7212	1308.48578
12	4	2	4	1	1	50	3	29	1812.599485	28	42	11	7	1811.79925	1829.17605	1819.06192	1824.60066
12	4	2	4	1	1	50	5	9	817.9552854	22	35	11	4	819.06373	830.27458	829.03837	837.87125
12	4	2	4	1	1	50	5	19	1382.498157	25	38	11	5	1382.56097	1401.40726	1394.54079	1404.64335
12	4	2	4	1	1	50	5	29	1914.982819	27	39	11	6	1911.83083	1934.67094	1924.6919	1934.94427
12	4	2	4	1	1	100	1	9	729.3819002	23	67	11	6	729.71218	733.61935	730.69675	731.55615
12	4	2	4	1	1	100	1	19	1243.225949	26	70	11	7	1244.00038	1249.50791	1244.89488	1245.74949
12	4	2	4	1	1	100	1	29	1744.959267	28	72	11	8	1744.05566	1750.37824	1744.83872	1745.67568
12	4	2	4	1	1	100	3	9	868.3383796	22	43	11	5	867.83088	876.84267	873.11643	878.1675
12	4	2	4	1	1	100	3	19	1415.963969	25	46	11	6	1416.63991	1430.61289	1422.13252	1426.90581
12	4	2	4	1	1	100	3	29	1936.812858	27	48	11	7	1936.2656	1952.61087	1941.77437	1946.17116
12	4	2	4	1	1	100	5	9	949.3685757	20	40	11	4	949.47083	959.85206	957.82381	966.58875
12	4	2	4	1	1	100	5	19	1528.966114	23	42	11	5	1529.42304	1547.79908	1539.68222	1549.02669
12	4	2	4	1	1	100	5	29	2066.670594	25	42	11	6	2065.72828	2089.68692	2077.10731	2086.36733
12	4	2	4	1	1	200	1	9	833.5901874	22	69	11	6	833.58011	837.12557	834.43699	835.23142
12	4	2	4	1	1	200	1	19	1350.606635	26	73	11	7	1350.94596	1355.89109	1351.66505	1352.41059
12	4	2	4	1	1	200	1	29	1854.038121	27	75	11	8	1854.56208	1860.23274	1855.17956	1855.89971
12	4	2	4	1	1	200	3	9	1064.64542	16	57	11	5	1064.62768	1070.90221	1068.07501	1071.21088
12	4	2	4	1	1	200	3	19	1617.828685	23	47	11	6	1617.15147	1630.60442	1622.41978	1627.05802
12	4	2	4	1	1	200	3	29	2140.270959	25	49	11	7	2139.40277	2155.49197	2144.56524	2148.88482
12	4	2	4	1	1	200	5	9	1152.265156	19	41	11	4	1152.03146	1162.12937	1159.99047	1168.53613
12	4	2	4	1	1	200	5	19	1741.866235	23	44	11	5	1743.0579	1760.46779	1752.03031	1760.30271
12	4	2	4	1	1	200	5	29	2286.727884	25	46	11	6	2285.21436	2306.8472	2294.19437	2302.18243
12	4	2	5	1	0	50	1	9	723.6215247	28	50	13	8	723.86758	723.86758	723.86758	723.86758
12	4	2	5	1	0	50	1	19	1302.827812	31	53	13	9	1302.84641	1302.84641	1302.84641	1302.84641
12	4	2	5	1	0	50	1	29	1872.975908	32	55	13	9	1873.70146	1873.70146	1873.70146	1873.70146
12	4	2	5	1	0	50	3	9	856.1484692	24	41	13	6	856.68801	856.68801	856.68801	856.68801
12	4	2	5	1	0	50	3	19	1471.978083	28	43	13	7	1472.91298	1472.91298	1472.91298	1472.91298
12	4	2	5	1	0	50	3	29	2062.137153	30	44	13	8	2060.43898	2060.43898	2060.43898	2060.43898
12	4	2	5	1	0	50	5	9	930.7693315	23	37	13	5	931.44644	931.44644	931.44644	931.44644
12	4	2	5	1	0	50	5	19	1579.101946	27	39	13	6	1578.68458	1578.68458	1578.68458	1578.68458
12	4	2	5	1	0	50	5	29	2188.963437	29	40	13	7	2189.69691	2189.69691	2189.69691	2189.69691
12	4	2	5	1	0	100	1	9	807.3525064	25	69	13	8	807.36404	807.36404	807.36404	807.36404
12	4	2	5	1	0	100	1	19	1392.619016	28	73	13	9	1393.21106	1393.21106	1393.21106	1393.21106
12	4	2	5	1	0	100	1	29	1964.971043	30	74	13	9	1967.6399	1967.6399	1967.6399	1967.6399
12	4	2	5	1	0	100	3	9	967.3710328	23	45	13	6	967.21165	967.21165	967.21165	967.21165
12	4	2	5	1	0	100	3	19	1591.836049	27	48	13	7	1591.14709	1591.14709	1591.14709	1591.14709
12	4	2	5	1	0	100	3	29	2186.077328	28	50	13	8	2186.55196	2186.55196	2186.55196	2186.55196
12	4	2	5	1	0	100	5	9	1062.370518	21	41	13	5	1062.48291	1062.48291	1062.48291	1062.48291
12	4	2	5	1	0	100	5	19	1725.688046	25	43	13	6	1724.75276	1724.75276	1724.75276	1724.75276
12	4	2	5	1	0	100	5	29	2340.037018	27	44	13	7	2339.63469	2339.63469	2339.63469	2339.63469
12	4	2	5	1	0	200	1	9	911.5455836	24	71	13	8	911.34464	911.34464	911.34464	911.34464
12	4	2	5	1	0	200	1	19	1499.848979	28	75	13	9	1498.51925	1498.51925	1498.51925	1498.51925
12	4	2	5	1	0	200	1	29	2073.852475	30	77	13	9	2075.00389	2075.00389	2075.00389	2075.00389
12	4	2	5	1	0	200	3	9	1163.630398	18	59	13	6	1163.5959	1163.5959	1163.5959	1163.5959
12	4	2	5	1	0	200	3	19	1793.842986	25	49	13	7	1793.03527	1793.03527	1793.03527	1793.03527
12	4	2	5	1	0	200	3	29	2389.402904	27	51	13	8	2388.60152	2388.60152	2388.60152	2388.60152
12	4	2	5	1	0	200	5	9	1265.324306	20	42	13	5	1265.09988	1265.09988	1265.09988	1265.09988
12	4	2	5	1	0	200	5	19	1938.67208	24	46	13	6	1937.20419	1937.20419	1937.20419	1937.20419
12	4	2	5	1	0	200	5	29	2559.969806	26	48	13	7	2559.72471	2559.72471	2559.72471	2559.72471
